pdbid,ref,pred,ligand_id,pairing_method,ligand_heavy_atoms,ligand_rmsd,protein_pairs,protein_rmsd,status,error
2WC5,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/2WC5.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/2WC5.pdbqt,A:BOM:1143,chem,17,7.199003186716404,141,3.5232364247451927e-15,ok,
2WEW,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/2WEW.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/2WEW.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
2WEX,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/2WEX.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/2WEX.pdbqt,A:GYM:1186,chem,21,2.981686778925487,159,2.5508605649245487e-15,ok,
2WR6,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/2WR6.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/2WR6.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
2WUT,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/2WUT.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/2WUT.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
2Z9Y,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/2Z9Y.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/2Z9Y.pdbqt,A:DDR:1,chem,28,1.3966975718253596,230,7.718569382005388e-15,ok,
2Z9Z,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/2Z9Z.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/2Z9Z.pdbqt,A:DDR:1,chem,28,4.417955563056612,235,7.0563925512188696e-15,ok,
3AKN,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3AKN.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3AKN.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3B74,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3B74.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3B74.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3B7N,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3B7N.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3B7N.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3BFH,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3BFH.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3BFH.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3BKR,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3BKR.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3BKR.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3BKS,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3BKS.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3BKS.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3FYS,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3FYS.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3FYS.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3GKI,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3GKI.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3GKI.pdbqt,A:CLR:253,chem,28,0.8975024472708386,225,5.8311818530472165e-15,ok,
3GPE,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3GPE.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3GPE.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3KXW,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3KXW.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3KXW.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3KYQ,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3KYQ.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3KYQ.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3L1N,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3L1N.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3L1N.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3LUP,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3LUP.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3LUP.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3PEG,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3PEG.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3PEG.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3PL5,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3PL5.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3PL5.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3PPT,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3PPT.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3PPT.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3Q8G,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3Q8G.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3Q8G.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3RGQ,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3RGQ.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3RGQ.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3S0K,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3S0K.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3S0K.pdbqt,A:03F:210,chem,51,12.051789568521416,203,8.797158937502838e-15,ok,
3STM,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3STM.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3STM.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3W9K,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3W9K.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3W9K.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
3WEB,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/3WEB.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/3WEB.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4AZP,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4AZP.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4AZP.pdbqt,A:A9M:1136,chem,25,4.783639689608739,134,5.686431089448624e-15,ok,
4DOL,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4DOL.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4DOL.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4E6A,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4E6A.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4E6A.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4E6C,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4E6C.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4E6C.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4E8A,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4E8A.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4E8A.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4INQ,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4INQ.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4INQ.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4K80,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4K80.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4K80.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4N03,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4N03.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4N03.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4NS0,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4NS0.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4NS0.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4QA8,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4QA8.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4QA8.pdbqt,A:PJZ:301,chem,34,5.767509330928983,210,6.410114363416556e-14,ok,
4RC8,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4RC8.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4RC8.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4TKB,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4TKB.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4TKB.pdbqt,A:P6G:201,chem,19,7.242104782741721,133,8.872367887382751e-15,ok,
4TW3,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4TW3.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4TW3.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4WBK,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4WBK.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4WBK.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
4X9X,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/4X9X.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/4X9X.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5B27,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5B27.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5B27.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5B29,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5B29.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5B29.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5BVT,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5BVT.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5BVT.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5E7X,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5E7X.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5E7X.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5HM3,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5HM3.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5HM3.pdbqt,A:649:701,chem,42,1.607831044191728,620,7.746203958732971e-15,ok,
5K8K,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5K8K.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5K8K.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5NTY,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5NTY.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5NTY.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5NU2,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5NU2.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5NU2.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5NU6,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5NU6.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5NU6.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5NUA,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5NUA.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5NUA.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5TCX,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5TCX.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5TCX.pdbqt,A:CLR:301,chem,28,2.8673112716570257,206,5.757506249619568e-15,ok,
5UWZ,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5UWZ.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5UWZ.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
5WVR,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5WVR.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5WVR.pdbqt,A:CLR:1301,chem,28,1.4483513780453015,417,8.594707050709202e-14,ok,
5Y5C,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/5Y5C.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/5Y5C.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
6C74,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/6C74.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/6C74.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
6DGG,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/6DGG.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/6DGG.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
6DKE,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/6DKE.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/6DKE.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
6E5F,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/6E5F.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/6E5F.pdbqt,A:L6T:301,chem,35,6.065687883008586,173,1.3973658896503672e-14,ok,
6EW2,/home/ackson_tempel/lipid_docking_benchmark/benchmark_references/6EW2.cif,/home/ackson_tempel/lipid_docking_benchmark/model_outputs/vina/6EW2.pdbqt,,,,,,,error,All poses failed. Errors: pose 1: Prediction: no ligand with matching residue name.
